Name,Team,Height,Weight,Jersey Number,Position Shorthand,Position Longhand,Country,Overall,Potential,Stats,Detailed link
S. Mihajlovic,Shijiazhuang Ever Bright F.C.,"6'2""																",176lbs,#9 ,ST,Striker,Serbia,65,65,1537,https://www.fifaratings.com/stefan-mihajlovic
Shihao Piao,Shijiazhuang Ever Bright F.C.,"5'10""																",161lbs,#17 ,RWB,Right WingBack,China PR,64,64,1647,https://www.fifaratings.com/shihao-piao
Xiaotian Yang,Shijiazhuang Ever Bright F.C.,"5'10""																",165lbs,#28 ,LB,Left Back,China PR,64,64,1730,https://www.fifaratings.com/xiaotian-yang
Jing Luo,Shijiazhuang Ever Bright F.C.,"5'11""																",168lbs,#12 ,LM,Left Midfielder,China PR,62,62,1808,https://www.fifaratings.com/jing-luo
Zhe Jiang,Shijiazhuang Ever Bright F.C.,"5'10""																",181lbs,#21 ,CDM,Center Defensive Midfielder,China PR,62,62,1631,https://www.fifaratings.com/zhe-jiang
Puliang Shao,Shijiazhuang Ever Bright F.C.,"6'2""																",183lbs,#14 ,GK,Goalkeeper,China PR,62,62,1101,https://www.fifaratings.com/puliang-shao
Yang Liu,Shijiazhuang Ever Bright F.C.,"6'2""																",174lbs,#30 ,CB,Centre Back,China PR,61,61,1521,https://www.fifaratings.com/yang-liu-2
Haiqing Cao,Shijiazhuang Ever Bright F.C.,"5'9""																",152lbs,#3 ,LB,Left Back,China PR,60,60,1546,https://www.fifaratings.com/haiqing-cao
Peng Wang,Shijiazhuang Ever Bright F.C.,"6'1""																",154lbs,#34 ,CB,Centre Back,China PR,59,59,1647,https://www.fifaratings.com/peng-wang
Chuangyi Lin,Shijiazhuang Ever Bright F.C.,"5'10""																",159lbs,#8 ,CB,Centre Back,China PR,59,59,1747,https://www.fifaratings.com/chuangyi-lin
Yun Yang,Shijiazhuang Ever Bright F.C.,"6'1""																",165lbs,#6 ,CB,Centre Back,China PR,59,59,1602,https://www.fifaratings.com/yun-yang
Hao Guo,Shijiazhuang Ever Bright F.C.,"5'8""																",148lbs,#22 ,CDM,Center Defensive Midfielder,China PR,59,59,1651,https://www.fifaratings.com/hao-guo
Kaimu Zheng,Shijiazhuang Ever Bright F.C.,"6'1""																",176lbs,#16 ,CB,Centre Back,China PR,59,59,1654,https://www.fifaratings.com/kaimu-zheng
Fuyu Ma,Shijiazhuang Ever Bright F.C.,"5'9""																",168lbs,#27 ,RM,Right Midfielder,China PR,58,72,1454,https://www.fifaratings.com/fuyu-ma
Zhongliu Chen,Shijiazhuang Ever Bright F.C.,"6'1""																",161lbs,#31 ,RM,Right Midfielder,China PR,57,57,1690,https://www.fifaratings.com/zhongliu-chen
Feng Han,Shijiazhuang Ever Bright F.C.,"6'2""																",176lbs,#29 ,GK,Goalkeeper,China PR,56,56,1195,https://www.fifaratings.com/feng-han
Xinyu Liu,Shijiazhuang Ever Bright F.C.,"6'0""																",150lbs,#20 ,RM,Right Midfielder,China PR,55,55,1481,https://www.fifaratings.com/xinyu-liu
B. Iskandar,Shijiazhuang Ever Bright F.C.,"5'8""																",168lbs,#11 ,ST,Striker,China PR,54,64,1418,https://www.fifaratings.com/bughrahan-iskandar
Yiming Yang,Shijiazhuang Ever Bright F.C.,"6'4""																",181lbs,#23 ,CB,Centre Back,China PR,54,55,1398,https://www.fifaratings.com/yiming-yang
Yifeng Zang,Shijiazhuang Ever Bright F.C.,"5'9""																",143lbs,#7 ,LM,Left Midfielder,China PR,54,54,1382,https://www.fifaratings.com/yifeng-zang
Xiangshuo Zhang,Shijiazhuang Ever Bright F.C.,"5'11""																",168lbs,#33 ,CDM,Center Defensive Midfielder,China PR,51,57,1414,https://www.fifaratings.com/xiangshuo-zhang
Jianxiang Sun,Shijiazhuang Ever Bright F.C.,"6'1""																",172lbs,#1 ,GK,Goalkeeper,China PR,50,57,836,https://www.fifaratings.com/jianxiang-sun
Sabit Abdusalam,Shijiazhuang Ever Bright F.C.,"5'10""																",152lbs,#15 ,ST,Striker,China PR,49,49,1423,https://www.fifaratings.com/sabit-abdusalam
Yue Zhang,Shijiazhuang Ever Bright F.C.,"6'0""																",165lbs,#25 ,LM,Left Midfielder,China PR,48,56,1250,https://www.fifaratings.com/yue-zhang
Yunqi Guo,Shijiazhuang Ever Bright F.C.,"5'9""																",146lbs,#26 ,CAM,Center Attacking Midfielder,China PR,48,51,1334,https://www.fifaratings.com/yunqi-guo
M. Lešković,Kerala Blasters FC,"6'2""																",194lbs,#55 ,CB,Centre Back,Croatia,68,68,1376,https://www.fifaratings.com/marko-leskovic
Adrián Luna,Kerala Blasters FC,"5'7""																",132lbs,#20 ,LM,Left Midfielder,Uruguay,68,68,1799,https://www.fifaratings.com/adrian-luna
D. Diamantakos,Kerala Blasters FC,"6'0""																",183lbs,#16 ,ST,Striker,Greece,68,68,1775,https://www.fifaratings.com/dimitris-diamantakos
Ivan Kaliuzhnyi,Kerala Blasters FC,"6'2""																",187lbs,#77 ,CDM,Center Defensive Midfielder,Ukraine,65,70,1717,https://www.fifaratings.com/ivan-kaliuzhnyi
Víctor Mongil,Kerala Blasters FC,"6'0""																",168lbs,#23 ,CB,Centre Back,Spain,64,64,1633,https://www.fifaratings.com/victor-mongil-adeva
A. Giannou,Kerala Blasters FC,"6'1""																",174lbs,#9 ,ST,Striker,Australia,64,64,1624,https://www.fifaratings.com/apostolos-giannou
S. Abdul Samad,Kerala Blasters FC,"5'10""																",154lbs,#18 ,CAM,Center Attacking Midfielder,India,62,65,1642,https://www.fifaratings.com/sahal-abdul-samad
H. Khabra,Kerala Blasters FC,"5'9""																",161lbs,#10 ,RB,Right Back,India,60,60,1640,https://www.fifaratings.com/harmanjot-khabra
Jeakson Singh,Kerala Blasters FC,"6'2""																",179lbs,#25 ,CB,Centre Back,India,59,71,1527,https://www.fifaratings.com/jeakson-singh
Nishu Kumar,Kerala Blasters FC,"5'7""																",150lbs,#5 ,RB,Right Back,India,59,64,1564,https://www.fifaratings.com/nishu-kumar
Jessel Carneiro,Kerala Blasters FC,"5'4""																",146lbs,#14 ,LB,Left Back,India,58,58,1565,https://www.fifaratings.com/jessel-carneiro
Hormipam Ruivah,Kerala Blasters FC,"5'11""																",165lbs,#4 ,CB,Centre Back,India,57,69,1446,https://www.fifaratings.com/hormipam-ruivah
P. Gill,Kerala Blasters FC,"6'0""																",154lbs,#13 ,GK,Goalkeeper,India,57,65,966,https://www.fifaratings.com/prabhsukhan-gill
Rahul KP,Kerala Blasters FC,"5'6""																",141lbs,#17 ,RW,Right Winger,India,56,65,1514,https://www.fifaratings.com/rahul-kannoly-praveen
L. Khawlhring,Kerala Blasters FC,"5'5""																",152lbs,#7 ,CDM,Center Defensive Midfielder,India,56,62,1576,https://www.fifaratings.com/lalthathanga-khawlhring
Sandeep Singh,Kerala Blasters FC,"5'9""																",161lbs,#3 ,RB,Right Back,India,56,57,1415,https://www.fifaratings.com/sandeep-singh
Bryce Miranda,Kerala Blasters FC,"5'9""																",154lbs,#81 ,LM,Left Midfielder,India,55,63,1494,https://www.fifaratings.com/bryce-miranda
B. Singh,Kerala Blasters FC,"5'8""																",152lbs,#30 ,ST,Striker,India,55,59,1472,https://www.fifaratings.com/bidyashagar-singh
Ayush Adhikari,Kerala Blasters FC,"5'8""																",143lbs,#8 ,CAM,Center Attacking Midfielder,India,53,64,1507,https://www.fifaratings.com/ayush-adhikari
P. Karuthadathkuni,Kerala Blasters FC,"5'10""																",154lbs,#24 ,RM,Right Midfielder,India,53,55,1352,https://www.fifaratings.com/prasanth-karuthadathkuni
Saurav Mandal,Kerala Blasters FC,"5'9""																",150lbs,#27 ,RM,Right Midfielder,India,52,64,1389,https://www.fifaratings.com/saurav-mandal
Abdul Hakku,Kerala Blasters FC,"6'0""																",154lbs,#2 ,CB,Centre Back,India,52,54,1209,https://www.fifaratings.com/abdul-hakku
Karanjit Singh,Kerala Blasters FC,"5'11""																",159lbs,#1 ,GK,Goalkeeper,India,52,52,1028,https://www.fifaratings.com/karanjit-singh
Subha Ghosh,Kerala Blasters FC,"5'9""																",154lbs,#22 ,ST,Striker,India,51,64,1349,https://www.fifaratings.com/subha-ghosh
Sachin Suresh,Kerala Blasters FC,"6'0""																",165lbs,#31 ,GK,Goalkeeper,India,50,63,857,https://www.fifaratings.com/sachin-suresh
Bijoy Varghese,Kerala Blasters FC,"5'11""																",174lbs,#34 ,CB,Centre Back,India,50,60,1181,https://www.fifaratings.com/bijoy-varghese
Givson Singh,Kerala Blasters FC,"5'7""																",135lbs,#11 ,CAM,Center Attacking Midfielder,India,49,62,1402,https://www.fifaratings.com/givson-singh
M. Khan,Kerala Blasters FC,"6'2""																",176lbs,#78 ,GK,Goalkeeper,India,48,61,827,https://www.fifaratings.com/muheet-shabir-khan
Bruno Viana,Wuhan FC,"6'2""																",174lbs,#5 ,CB,Centre Back,Brazil,77,80,1744,https://www.fifaratings.com/bruno-viana-willemen-da-silva
F. Brown Forbes,Wuhan FC,"6'2""																",181lbs,#10 ,ST,Striker,Costa Rica,70,70,1778,https://www.fifaratings.com/felicio-brown-forbes
Tian Ming,Wuhan FC,"5'11""																",157lbs,#15 ,RB,Right Back,China PR,67,68,1664,https://www.fifaratings.com/tian-ming
Rentian Hu,Wuhan FC,"5'7""																",159lbs,#11 ,RW,Right Winger,China PR,66,66,1787,https://www.fifaratings.com/rentian-hu
Yun Liu,Wuhan FC,"5'9""																",152lbs,#26 ,RM,Right Midfielder,China PR,65,65,1785,https://www.fifaratings.com/yun-liu
Hang Li,Wuhan FC,"6'0""																",170lbs,#20 ,CM,Center Midfielder,China PR,63,63,1831,https://www.fifaratings.com/hang-li
Jinghang Hu,Wuhan FC,"6'0""																",165lbs,#19 ,ST,Striker,China PR,62,66,1637,https://www.fifaratings.com/jinghang-hu
Asmir Kajević,Wuhan FC,"6'2""																",181lbs,#16 ,CM,Center Midfielder,Montenegro,61,61,1630,https://www.fifaratings.com/asmir-kajevic
Peng Li,Wuhan FC,"6'2""																",176lbs,#2 ,CB,Centre Back,China PR,61,61,1385,https://www.fifaratings.com/peng-li
Chongqiu Ye,Wuhan FC,"6'0""																",176lbs,#33 ,CDM,Center Defensive Midfielder,China PR,60,60,1645,https://www.fifaratings.com/chongqiu-ye
ZhenQiang Zhang,Wuhan FC,"6'2""																",154lbs,#22 ,GK,Goalkeeper,China PR,60,60,1100,https://www.fifaratings.com/zhenqiang-zhang
Jiali Hu,Wuhan FC,"6'1""																",159lbs,#24 ,CDM,Center Defensive Midfielder,China PR,59,63,1450,https://www.fifaratings.com/jiali-hu
Zhifeng Wang,Wuhan FC,"6'5""																",176lbs,#1 ,GK,Goalkeeper,China PR,59,62,946,https://www.fifaratings.com/zhifeng-wang
Shangkun Liu,Wuhan FC,"5'10""																",159lbs,#12 ,LB,Left Back,China PR,59,59,1527,https://www.fifaratings.com/shangkun-liu
Chao Li,Wuhan FC,"5'10""																",165lbs,#6 ,CB,Centre Back,China PR,58,58,1382,https://www.fifaratings.com/chao-li
Yi Luo,Wuhan FC,"5'9""																",141lbs,#7 ,LWB,Left WingBack,China PR,57,57,1532,https://www.fifaratings.com/yi-luo
Aoshuang Nie,Wuhan FC,"5'11""																",154lbs,#18 ,CAM,Center Attacking Midfielder,China PR,55,56,1533,https://www.fifaratings.com/aoshuang-nie
Jingbin Wang,Wuhan FC,"6'1""																",157lbs,#21 ,ST,Striker,China PR,53,54,1370,https://www.fifaratings.com/jingbin-wang
Dong Xu,Wuhan FC,"6'0""																",165lbs,#28 ,LB,Left Back,China PR,53,53,1301,https://www.fifaratings.com/dong-xu
Xiaoyi Cao,Wuhan FC,"5'9""																",159lbs,#31 ,RB,Right Back,China PR,51,66,1263,https://www.fifaratings.com/xiaoyi-cao
Yuhao Chen,Wuhan FC,"5'9""																",150lbs,#32 ,RB,Right Back,China PR,50,67,1286,https://www.fifaratings.com/yuhao-chen
Da Wen,Wuhan FC,"6'1""																",176lbs,#29 ,ST,Striker,China PR,50,61,1303,https://www.fifaratings.com/da-wen
Huajun Zhang,Wuhan FC,"6'1""																",161lbs,#17 ,ST,Striker,China PR,49,61,1252,https://www.fifaratings.com/huajun-zhang
Da Li,Wuhan FC,"6'0""																",170lbs,#42 ,CB,Centre Back,China PR,49,60,1248,https://www.fifaratings.com/da-li
Kangkang Ren,Wuhan FC,"5'10""																",154lbs,#35 ,RM,Right Midfielder,China PR,49,58,1333,https://www.fifaratings.com/kangkang-ren
Junxian Liu,Wuhan FC,"5'9""																",132lbs,#37 ,ST,Striker,China PR,48,58,1207,https://www.fifaratings.com/junxian-liu
Xiang Gao,Wuhan FC,"6'0""																",154lbs,#23 ,GK,Goalkeeper,China PR,48,54,836,https://www.fifaratings.com/xiang-gao
Ziyang Pi,Wuhan FC,"5'9""																",154lbs,#40 ,CAM,Center Attacking Midfielder,China PR,47,60,1352,https://www.fifaratings.com/ziyang-pi
John McAtee,Grimsby Town,"5'11""																",165lbs,#10 ,RM,Right Midfielder,England,63,70,1670,https://www.fifaratings.com/john-mcatee
Anthony Glennon,Grimsby Town,"5'11""																",159lbs,#3 ,LB,Left Back,England,63,67,1655,https://www.fifaratings.com/anthony-glennon
J. Maguire-Drew,Grimsby Town,"5'11""																",165lbs,#7 ,LM,Left Midfielder,England,62,65,1630,https://www.fifaratings.com/jordan-maguire-drew
Bryn Morris,Grimsby Town,"6'0""																",157lbs,#17 ,CM,Center Midfielder,England,62,65,1727,https://www.fifaratings.com/bryn-morris
Luke Waterfall,Grimsby Town,"6'2""																",185lbs,#6 ,CB,Centre Back,England,62,62,1410,https://www.fifaratings.com/luke-waterfall
Otis Khan,Grimsby Town,"5'7""																",157lbs,#11 ,RM,Right Midfielder,England,62,62,1712,https://www.fifaratings.com/otis-khan
L. Richardson,Grimsby Town,"5'10""																",154lbs,#19 ,ST,Striker,England,61,75,1477,https://www.fifaratings.com/lewis-richardson
Niall Maher,Grimsby Town,"6'0""																",157lbs,#31 ,CB,Centre Back,England,61,63,1565,https://www.fifaratings.com/niall-maher
Brendan Kiernan,Grimsby Town,"5'9""																",179lbs,#27 ,LM,Left Midfielder,England,61,61,1548,https://www.fifaratings.com/brendan-kiernan
Max Crocombe,Grimsby Town,"6'4""																",194lbs,#1 ,GK,Goalkeeper,New Zealand,61,61,1175,https://www.fifaratings.com/max-crocombe
Gavan Holohan,Grimsby Town,"5'11""																",165lbs,#8 ,CM,Center Midfielder,Republic of Ireland,61,61,1733,https://www.fifaratings.com/gavan-holohan
Harry Clifton,Grimsby Town,"5'11""																",141lbs,#15 ,CDM,Center Defensive Midfielder,Wales,60,66,1622,https://www.fifaratings.com/harry-clifton
Shaun Pearson,Grimsby Town,"6'0""																",172lbs,#5 ,CB,Centre Back,England,60,60,1370,https://www.fifaratings.com/shaun-pearson
Andy Smith,Grimsby Town,"6'1""																",172lbs,#26 ,CB,Centre Back,England,59,69,1375,https://www.fifaratings.com/andy-smith
Danny Amos,Grimsby Town,"5'11""																",150lbs,#22 ,LB,Left Back,Northern Ireland,59,65,1547,https://www.fifaratings.com/danny-amos
Michee Efete,Grimsby Town,"5'11""																",161lbs,#2 ,RB,Right Back,DR Congo,59,64,1572,https://www.fifaratings.com/michee-efete
Kieran Green,Grimsby Town,"6'0""																",172lbs,#4 ,CDM,Center Defensive Midfielder,England,59,62,1575,https://www.fifaratings.com/kieran-green
Ryan Taylor,Grimsby Town,"6'2""																",150lbs,#29 ,ST,Striker,England,59,59,1542,https://www.fifaratings.com/ryan-taylor
Danilo Orsi,Grimsby Town,"6'2""																",161lbs,#20 ,ST,Striker,England,58,59,1494,https://www.fifaratings.com/danilo-orsi
Aribim Pepple,Grimsby Town,"6'1""																",159lbs,#23 ,ST,Striker,Canada,57,71,1476,https://www.fifaratings.com/aribim-pepple
K. Simmonds,Grimsby Town,"5'11""																",150lbs,#21 ,ST,Striker,Canada,57,71,1433,https://www.fifaratings.com/keyendrah-simmonds
Alex Hunt,Grimsby Town,"5'7""																",132lbs,#16 ,CAM,Center Attacking Midfielder,England,57,66,1542,https://www.fifaratings.com/alex-hunt
Stephen Wearne,Grimsby Town,"5'11""																",168lbs,#14 ,CAM,Center Attacking Midfielder,England,55,64,1456,https://www.fifaratings.com/stephen-wearne
Jordan Cropper,Grimsby Town,"6'0""																",154lbs,#32 ,RB,Right Back,England,55,63,1451,https://www.fifaratings.com/jordan-cropper
Evan Khouri,Grimsby Town,"5'10""																",161lbs,#30 ,LM,Left Midfielder,England,53,67,1422,https://www.fifaratings.com/evan-khouri
Ollie Battersby,Grimsby Town,"6'3""																",168lbs,#13 ,GK,Goalkeeper,England,53,67,777,https://www.fifaratings.com/ollie-battersby
Jamie Bramwell,Grimsby Town,"6'3""																",190lbs,#38 ,CB,Centre Back,England,51,61,1274,https://www.fifaratings.com/jamie-bramwell
A. Braithwaite,Grimsby Town,"5'10""																",161lbs,#34 ,CAM,Center Attacking Midfielder,England,50,56,1405,https://www.fifaratings.com/aaron-braithwaite
Roy Krishna,Bengaluru FC,"5'7""																",154lbs,#22 ,RM,Right Midfielder,Fiji,70,70,1978,https://www.fifaratings.com/roy-krishna
Javi Hernández,Bengaluru FC,"6'0""																",174lbs,#10 ,CAM,Center Attacking Midfielder,Spain,67,67,1734,https://www.fifaratings.com/javier-hernandez-gonzalez
Bruno Ramires,Bengaluru FC,"6'3""																",179lbs,#6 ,CDM,Center Defensive Midfielder,Brazil,66,66,1710,https://www.fifaratings.com/bruno-edgar-silva-almeida
Alan Costa,Bengaluru FC,"6'5""																",190lbs,#5 ,CB,Centre Back,Brazil,65,65,1448,https://www.fifaratings.com/alan-henrique-costa
Sunil Chhetri,Bengaluru FC,"5'7""																",152lbs,#11 ,ST,Striker,India,65,65,1784,https://www.fifaratings.com/sunil-chhetri
Prince Ibara,Bengaluru FC,"6'4""																",192lbs,#9 ,ST,Striker,Congo,64,67,1481,https://www.fifaratings.com/prince-ibara
Sandesh Jhingan,Bengaluru FC,"6'2""																",176lbs,#3 ,CB,Centre Back,India,64,65,1452,https://www.fifaratings.com/sandesh-jhingan
A. Jovanović,Bengaluru FC,"6'5""																",183lbs,#4 ,CB,Centre Back,Australia,64,64,1444,https://www.fifaratings.com/aleksandar-jovanovic
G. Singh Sandhu,Bengaluru FC,"6'6""																",203lbs,#1 ,GK,Goalkeeper,India,63,64,1092,https://www.fifaratings.com/gurpreet-singh-sandhu
Udanta Singh,Bengaluru FC,"5'7""																",146lbs,#21 ,RW,Right Winger,India,59,60,1570,https://www.fifaratings.com/udanta-singh
Prabir Das,Bengaluru FC,"5'7""																",148lbs,#33 ,RB,Right Back,India,58,58,1633,https://www.fifaratings.com/prabir-das
Roshan Singh,Bengaluru FC,"5'8""																",150lbs,#32 ,LM,Left Midfielder,India,56,65,1589,https://www.fifaratings.com/roshan-singh
Hira Mondal,Bengaluru FC,"5'6""																",143lbs,#20 ,LB,Left Back,India,56,59,1458,https://www.fifaratings.com/hira-mondal
Suresh Wangjam,Bengaluru FC,"5'5""																",143lbs,#8 ,CDM,Center Defensive Midfielder,India,55,65,1514,https://www.fifaratings.com/suresh-wangjam
Danish Farooq,Bengaluru FC,"6'1""																",165lbs,#12 ,RM,Right Midfielder,India,55,57,1493,https://www.fifaratings.com/danish-farooq
Jayesh Rane,Bengaluru FC,"5'9""																",150lbs,#7 ,RM,Right Midfielder,India,55,55,1505,https://www.fifaratings.com/jayesh-rane
Faisal Ali,Bengaluru FC,"5'11""																",165lbs,#19 ,RM,Right Midfielder,India,54,62,1445,https://www.fifaratings.com/faisal-ali
Lara Sharma,Bengaluru FC,"6'5""																",176lbs,#30 ,GK,Goalkeeper,India,53,62,837,https://www.fifaratings.com/lara-sharma
Parag Shrivas,Bengaluru FC,"5'11""																",161lbs,#14 ,RB,Right Back,India,52,56,1309,https://www.fifaratings.com/parag-shrivas
W. Muirang,Bengaluru FC,"6'0""																",168lbs,#18 ,CB,Centre Back,India,51,60,1174,https://www.fifaratings.com/wungngayam-muirang
Rohit Kumar,Bengaluru FC,"6'0""																",165lbs,#15 ,CB,Centre Back,India,51,56,1390,https://www.fifaratings.com/rohit-kumar
